id,gap_convdate_appcreated,days_active_app,utm_source,device_model,Android_app_version,device_price_cat,grade,current_streak,max_streak,total_timespent_last7D,comp_activity,comp_news,comp_reading,submitq_attempt,submitq_accuracy,total_navigations,total_visit,freados_earned,user_category
3cba7199-10d1-4e53-ae73-4976c404ac35,8,2,Club1BR,GM1911,5.7.1.7,High,Grade 5,0,1,10,0,0,0,18,0.555555556,0,0,1600,bijwip
3cc41451-4ae8-4e7f-ba71-4b330b4e8dbf,18,3,Club1BR,M2006C3MII,5.7.1.6,Low,Grade 4,0,1,5.483333333,0,0,0,0,0,1,0,0,lknkmi
3cceba8d-9c4e-47d1-bb53-e53dba2f8180,27,1,Club1BR,"IPAD5,4",0,High,Grade 5,0,0,10,0,0,0,10,0.7,4,0,0,edhhnn
3cdf82f2-6e9e-4858-a934-55c14ecdfc3b,4,1,Organic,1603,5.7.1.6,Low,Grade 5,0,0,5.916666667,0,0,0,0,0,4,0,0,#N/A
3cf20bb3-c2af-4780-bf45-80569825a824,232,1,Organic,CPH2061,5.7.1.6,Medium,Grade 2,0,0,0,0,0,0,0,0,0,0,0,#N/A
3d76ab9e-ef3e-450a-8b07-37cdb2bae3b9,10,1,Organic,CPH1937,5.7.1.6,Medium,Grade 1,0,1,0,0,0,0,0,0,0,0,0,#N/A
3d9484d8-9a42-4c99-af71-689507fbe1d9,3,3,Club1BR,RMX1911,5.7.1.6,Medium,Grade 4,1,2,23.46666667,0,0,0,0,0,11,0,300,xrgoup
3d9fe1cc-9d90-4df9-ade2-cf8f73f65d74,10,4,Organic,CPH2239,5.7.1.6,High,Grade 4,0,0,0.133333333,0,0,0,0,0,0,0,0,#N/A
3daad887-553e-4827-a758-d1dc920a6b0c,2,2,Club1BR,V2029,5.7.1.7,Medium,Grade 5,0,0,13.36666667,0,0,0,0,0,2,1,0,xlrrsp
3db27dd8-f80d-4de5-9452-88f5c1996fc3,2,1,Club1BR,SM-M317F,5.7.1.6,Medium,Grade 5,0,0,35.26666667,5,0,0,31,0.516129032,50,0,850,avcrmk
3db8a17e-a1ad-4afc-a8d4-da581e762b62,9,3,Organic,RMX3151,5.7.1.6,Medium,Grade 3,0,1,8.35,0,3,1,6,0.5,7,0,1400,#N/A
3ddd517e-7402-4859-9690-ea7a51e70f0a,2,7,Club1BR,SM-A305F,5.7.1.6,Medium,Grade 5,6,6,92.36666667,0,0,0,0,0,194,1,1710,315102
3e168863-5fa0-470b-bb26-ec15a1cc1999,4,2,Club1BR,RMX2185,5.7.1.6,Medium,Grade 4,0,0,27.25,0,0,0,0,0,25,0,0,xjcwit
3e2492f1-5174-402a-ab8e-7c99866583b1,1,2,Club1BR,1727,5.7.1.6,Medium,Grade 3,1,1,10,0,0,0,0,0,0,0,0,xrgoup
3e4eb89b-4c7b-4f15-aabb-146691553c6a,50,6,Organic,"IPHONE11,8",0,High,Grade 1,0,0,0.05,0,0,0,0,0,1,0,0,#N/A
3e5b1b35-77cc-41b0-8f22-9476591b21d5,2,1,Club1BR,CPH1937,5.7.1.7,Medium,Grade 6,0,0,2.633333333,0,0,0,0,0,7,0,0,ynivfn
3e654cef-6f36-4548-99a1-e441767ec6eb,1,2,Club1BR,SM-M307F,5.7.1.6,Medium,Grade 4,0,0,22.03333333,0,0,0,0,0,41,0,0,sqbtjp
3e7092f4-50d9-436f-ae89-774d3ea95180,2,2,Club1BR,SM-A217F,5.7.1.6,Medium,Grade 3,0,1,12.11666667,0,0,0,0,0,14,2,160,rpbtcp
3e79d888-0f20-4ba6-ac56-669ba4ef4e7f,4,2,Club1BR,SM-M317F,5.7.1.6,Medium,Grade 3,1,2,53.91666667,4,0,0,25,0.48,19,1,6300,332019
3e95acb3-16d8-4bb6-8a48-7bf9705f5e6c,2,14,Club1BR,SM-M405F,5.7.1.6,High,Grade 3,7,7,11.78333333,0,0,0,0,0,15,0,0,ftoqzy
3ece1d2c-7162-4eed-acda-29ccb6ee7d8c,26,3,Club1BR,0,0,0,Grade 2,0,1,18.6,0,0,0,0,0,7,0,200,bijwip
3ee76909-54dc-4ad6-b62c-d7120d2d5de6,1,3,Club1BR,SM-T385,5.7.1.6,Medium,Grade 2,0,0,40.8,0,0,0,0,0,21,1,0,rquvwc
3ef6515e-de6b-416b-be90-1cf9140fb35b,6,5,Organic,1916,5.7.1.6,High,Grade 6,1,3,22.66666667,0,0,0,0,0,25,0,90,#N/A
3f052826-33ec-4ea7-9d82-2f0e70b56218,3,1,Organic,RMX3151,5.7.1.6,Medium,Grade 6,1,2,6.15,0,0,0,0,0,7,1,540,#N/A
3f1dbabd-e917-43bf-a469-f9e478a7a306,1042,2,Club1BR,ONEPLUS A5000,5.7.1.7,High,Grade 3,0,2,17.96666667,0,0,0,0,0,0,0,0,fetnxp
3f3db41c-9eb9-40e6-9e4e-aea8224b1c24,12,5,Club1BR,REDMI NOTE 9 PRO,5.7.1.6,Medium,Grade 5,0,2,1.816666667,0,0,0,0,0,1,0,0,ftoqzy
3f4012bb-391d-4764-83bf-154920946d16,2,3,Club1BR,1907,5.7.1.6,Medium,Grade 5,1,2,10,0,0,0,12,0.666666667,19,2,1400,315102
3f461d1b-30a3-48fb-91c8-f9e257844a57,4,3,Organic,REDMI NOTE 8 PRO,5.7.1.6,Medium,Grade 4,1,2,17.7,1,2,0,3,0.666666667,12,1,500,#N/A
3f91929d-0c7e-49a6-8177-325d275f2ba5,6,1,Organic,CPH1909,5.7.1.6,Low,Senior KG,0,0,2.65,0,0,0,0,0,0,0,0,#N/A
3fe4df41-dd49-4a9b-bb16-2e6e8d7730d5,3,3,Club1BR,"IPHONE8,2",0,High,Grade 4,0,0,22.3,0,0,0,0,0,18,0,0,avcrmk
3ff8a496-d15b-4a1d-b29c-9b158f7d5167,6,5,Club1BR,"IPHONE9,3",0,High,Grade 3,0,0,15.83333333,0,0,0,0,0,14,0,0,ahrdia
40250948-858b-4b02-b1e3-225f939d983c,3,3,Club1BR,SM-J810G,5.7.1.5,Medium,Grade 5,0,0,17.55,0,0,0,0,0,11,0,0,hduodk
4058b1e3-5ba8-4c20-ae54-34374152a971,47,3,Club1BR,V2031,5.7.0.4,Low,Grade 3,0,0,0,0,0,0,0,0,0,0,0,atizxb
4073104d-81c3-4070-8dd8-7271e4f519a4,2,3,Club1BR,SM-A600G,5.7.1.6,Medium,Grade 4,0,1,8.333333333,0,0,0,0,0,11,0,0,ftoqzy
407522b1-6262-4ef3-a239-d2b821c97079,5,2,Club1BR,CPH2095,5.7.1.6,Medium,Grade 5,0,0,10.71666667,0,0,0,0,0,3,0,0,859716
40be670b-f9b3-4904-95f8-f6e10f07efc9,5,3,Club1BR,SM-J810G,5.7.1.6,Medium,Grade 3,0,0,21.6,1,0,0,3,0,14,0,200,112064
40de9fe8-3d1e-4544-b365-027e5507cd18,9,4,Club1BR,1935,5.7.1.6,Medium,Grade 2,0,0,0.016666667,0,0,0,0,0,2,0,0,869060
40f244a1-d7b1-4df7-a1e0-a0ad7119e003,3,4,Club1BR,SM-N960F,5.7.1.6,High,Grade 3,0,0,17.23333333,0,0,0,0,0,6,0,0,xjcwit
40fa0c6c-52f0-4b3b-aaa2-9daa95ae525e,84,1,Club1BR,0,0,0,Grade 5,0,0,4.733333333,0,0,0,0,0,8,0,0,lcqrfq
4102226e-4b2c-4c13-9446-92911aa88994,1,2,Organic,1916,5.7.1.6,High,Grade 3,0,1,45.26666667,1,3,0,8,0.375,20,1,6300,#N/A
41032391-f3e0-4ebe-a0bf-187cd44147fd,7,2,Club1BR,SM-M307F,5.7.1.6,Medium,Grade 2,0,0,7.916666667,0,0,0,0,0,26,1,0,315102
4113fa3f-af7b-4a81-8184-5f05d9055ce4,3,1,Club1BR,SM-M017F,5.7.1.6,Medium,Grade 5,0,0,4.733333333,0,0,0,0,0,8,0,0,343836
41177275-ef45-48f0-8c74-f48b51a7a9c4,302,2,Organic,SM-A715F,5.7.1.7,High,Grade 6,0,0,3.316666667,0,0,0,0,0,1,0,0,#N/A
41346a97-44df-403c-b201-2208606edb56,9,4,Organic,MI A3,5.7.1.6,Medium,Grade 1,0,1,0,0,0,0,0,0,0,0,600,#N/A
41817878-e785-4651-a115-79b5bf351df1,7,12,Organic,CPH2239,5.7.1.5,High,Grade 2,0,3,139.0166667,0,18,0,39,0.743589744,73,0,3340,#N/A
41c5dd1d-ab3e-4af5-b380-d5af2510df6a,241,1,Organic,LENOVO TB-X606V,5.7.1.6,Medium,Grade 1,0,1,9.316666667,0,0,0,0,0,4,0,100,#N/A
41fa4c4d-112f-4422-b068-72e997c82a0c,270,1,Club1BR,SM-M317F,5.7.1.7,Medium,Grade 3,0,1,12.2,2,1,0,7,0.714285714,23,0,650,achxgz
42136358-fbb7-482b-aa5c-610f3e1cc398,16,5,Club1BR,SM-T825,5.7.1.7,High,Grade 1,0,1,13.48333333,0,0,0,0,0,2,0,0,bijwip
421cb40d-2fcf-4688-addd-b93c81597587,2,2,Club1BR,CPH2285,5.7.1.6,High,Grade 1,0,1,13.35,0,0,0,5,1,16,0,650,ddayqk
422162ba-56fd-43d9-999e-c83ec5733f4a,12,15,Club1BR,CPH2239,5.7.1.5,High,Grade 2,0,0,62.21666667,0,0,0,0,0,0,0,4300,412951
42444343-d5bb-4e13-a761-510add9ca6c9,3,2,Organic,M2101K7AI,5.7.1.6,Medium,Grade 3,0,1,15.9,0,0,0,13,0.307692308,1,0,1400,#N/A
42445f6d-e95c-4424-bd3e-034f149cad41,2,3,Club1BR,CPH2001,5.7.1.7,Medium,Grade 3,0,0,8.85,0,0,0,0,0,3,0,100,332019
425a062c-852b-4599-8953-97a4dee14d49,17,1,Club1BR,CPH2219,5.7.1.7,Medium,Grade 1,0,0,2,0,0,0,0,0,2,0,0,qkpbzq
426b71f9-ff28-4435-98b3-e750e6a81d1f,41,2,Club1BR,INFINIX X650C,5.7.1.5,Low,Grade 4,0,0,0.116666667,0,0,0,0,0,0,0,0,zduqtm
42810919-5296-489c-9b95-cd93bcf39a2e,7,6,Club1BR,CPH2185,5.7.1.6,Medium,Grade 2,0,1,31.13333333,0,1,0,24,0.75,15,1,1430,869060
4288b086-0e36-42d9-a2c1-0a2b69b3b068,3,3,Club1BR,SM-N980F,5.7.1.6,High,Grade 3,0,1,20.6,0,0,0,0,0,8,0,0,pcifgf
429e2415-cdf1-4106-a533-c66d3fa4c23c,12,7,Club1BR,SM-M317F,5.7.1.6,Medium,Grade 6,0,1,28.11666667,0,1,0,6,0.166666667,25,3,1100,ybtduc
42a8952f-9c06-421c-b625-b0d8d0ff33ae,224,2,Organic,M2101K7AI,5.7.1.7,Medium,Grade 4,1,1,10,0,0,0,0,0,7,0,4000,#N/A
42b1825c-09b7-44e7-b1c6-35c6dd34a7cc,61,2,Club1BR,1819,5.7.1.7,Medium,Grade 1,0,0,0.333333333,0,0,0,0,0,0,0,0,sfpsin
42c4a1b1-7112-478e-9297-5aacf40c8247,2,2,Club1BR,REDMI NOTE 7 PRO,5.7.1.6,Medium,Grade 2,1,2,50.9,0,0,0,0,0,20,1,3600,vslltm
42c5ada0-79f5-4550-8bea-c68e78d6322f,4,5,Club1BR,1920_20,5.7.1.6,Medium,Grade 2,0,0,48.38333333,0,0,0,0,0,45,1,0,xrgoup
42dcd624-8024-4c40-a254-b6018ddb845b,4,3,Organic,SM-T515,5.7.1.6,Medium,Grade 4,0,1,18.81666667,0,2,0,7,0.571428571,2,0,640,#N/A
4300f9e6-81cd-4675-bc29-29eaa25e2c2c,303,1,Club1BR,SM-A217F,5.7.1.6,Medium,Grade 1,0,0,1.05,0,0,0,0,0,5,0,0,869060
4309aadf-8020-40e5-82eb-021c3f3381fc,935,1,Organic,REDMI NOTE 7 PRO,5.7.1.6,Medium,Grade 3,0,1,21.03333333,0,2,0,2,0.5,11,0,450,#N/A
43129cd8-0caf-4217-99bf-8b14403f79c9,20,2,Club1BR,RMX3381,5.7.1.5,Medium,Grade 1,0,1,0,0,0,0,0,0,0,0,0,lcbdvv
435342bb-6a2e-4381-a4aa-22374b2dc582,2,5,Organic,V2111,5.7.1.6,High,Grade 1,4,4,40.45,0,0,0,0,0,24,0,1240,#N/A
435f861a-a1ff-480e-88da-55c40ddcc99e,1061,2,Organic,REDMI NOTE 8 PRO,5.7.1.6,Medium,Senior KG,0,2,36.25,0,0,0,0,0,30,0,400,#N/A
439e440c-df06-46f5-86b7-900686859c25,24,3,Club1BR,1915,5.7.1.6,Medium,Grade 6,2,2,13.05,0,0,0,0,0,10,1,100,272544
43a82239-d323-44f8-9164-041dcd0b4728,2,1,Club1BR,SM-M515F,5.7.1.6,High,Grade 4,0,0,3.9,0,0,0,0,0,6,0,0,pzybbj
43b93ebb-681f-4a6a-9a9b-f4d133f8c3fa,16,1,Organic,SM-A225F,5.7.1.6,Medium,Grade 6,0,1,1.883333333,0,0,0,0,0,0,1,200,#N/A
43ce6ddb-2150-4d83-ab50-f6336c96c7e7,4,6,Club1BR,RMP2102,5.7.1.6,Medium,Grade 2,0,3,38.05,0,0,0,0,0,13,0,300,avcrmk
4480255b-04f6-4500-8a52-d8d0c24c0cca,2,4,Organic,SM-T500,5.6.1.2,0,Grade 2,0,0,132.0333333,0,0,0,161,0.745341615,2,1,39430,#N/A
44b33370-1deb-4666-89a7-6da159a63691,2,1,Club1BR,SM-T595,5.7.1.7,High,Grade 5,0,0,18.1,0,0,0,0,0,4,0,0,xrgoup
44c3d728-88dd-407b-99a7-d6556a04bb01,10,4,Club1BR,SM-A715F,5.7.1.6,High,Grade 2,0,0,5.35,0,0,0,0,0,4,0,0,dlupos
44d5c4f5-25f7-40f8-8375-9f303a3d4085,4,2,Organic,REDMI NOTE 9 PRO MAX,5.7.1.6,Medium,Grade 6,0,0,9.766666667,0,0,0,0,0,56,0,0,#N/A
44e8d38c-7537-464b-8582-24721d28c459,39,2,Club1BR,SM-A305F,5.7.1.7,Medium,Grade 4,0,0,0,0,0,0,0,0,0,0,0,dkjlxv
44eee038-4bef-4ccf-9bea-6ae06d90e44a,3,3,Organic,POCO M2 PRO,5.7.1.6,Medium,Grade 3,0,0,15.2,0,0,0,0,0,11,0,0,#N/A
44fe33c0-a89c-4667-b482-1092c1dc5a41,8,2,Club1BR,M2003J15SC,5.7.1.6,Medium,Grade 1,0,1,10,0,0,0,5,0.6,8,0,350,sfpsin
451ba427-53f6-4bc2-bef6-5b1be9ccd0ed,3,4,Club1BR,V2109,5.7.1.7,Medium,Grade 4,1,2,21.26666667,0,0,0,0,0,8,0,200,219519
452c65ac-61ab-403c-a4c4-6bde9bb84da5,4,7,Organic,1825,5.7.1.6,0,Grade 3,0,2,24.66666667,0,2,0,12,0.416666667,17,2,1150,#N/A
453f8af9-2141-4b6a-add6-28e503c803b2,33,1,Club1BR,RMX1921,5.7.1.7,Medium,Grade 1,0,0,8.75,0,0,0,0,0,1,0,0,ffkaux
4545d393-4d05-4b7e-91e4-fb59f58efd1f,1373,1,Club1BR,ASUS_X00TD,5.7.1.6,Medium,Grade 3,0,1,1.95,0,0,0,0,0,0,1,0,fetnxp
45544041-bcc4-4355-a9e3-f6f00a42940a,159,4,Club1BR,SM-A217F,5.7.1.7,Medium,Grade 1,0,0,14.98333333,0,0,0,0,0,1,0,0,aercin
456a88dd-2bca-4559-acf5-9cf0683c609f,78,1,Club1BR,0,0,0,Grade 1,0,0,0.016666667,0,0,0,0,0,0,0,0,twrejb
4577cea1-d95d-49f9-bc1d-b20055a4e7b2,8,5,Club1BR,M2010J19SI,5.7.1.6,Medium,Grade 5,3,4,79.98333333,0,0,0,7,0.714285714,16,0,3050,315102
459fe121-278f-447a-9d2c-e999e9c7af88,18,4,Club1BR,0,0,0,Grade 1,0,0,23.1,0,0,0,7,1,25,0,2350,bijwip
45aade93-3dc9-4ea1-9845-5d6890e17f76,24,2,Club1BR,1726,5.7.1.7,Medium,Grade 4,1,1,5.183333333,0,0,0,0,0,3,0,0,pkjkyk
45bd9e11-4bc5-456a-b986-987b29786b30,18,0,Organic,M2006C3MII,5.7.1.7,Low,Grade 4,0,0,0,0,0,0,0,0,0,0,0,#N/A
45fa183e-bd2e-4a45-9be8-6f0701f76e09,2,6,Club1BR,V2055,5.7.1.7,High,Grade 6,6,6,27.63333333,0,0,0,0,0,9,0,2600,idconk
460323d2-68ed-4438-ad4a-ef11da0a10a8,4,2,Organic,SM-M307F,5.7.1.6,Medium,Grade 4,0,1,8.116666667,0,0,0,0,0,4,0,170,#N/A
46132758-3fb8-4aed-b9bc-871da45381cb,2,3,Club1BR,CPH2095,5.7.1.6,Medium,Grade 5,0,0,2.95,0,0,0,0,0,0,0,0,rquvwc
461379e9-bdc6-4688-a4d9-13306d65fb3e,1,1,Club1BR,SM-M307F,5.7.1.6,Medium,Grade 4,0,0,13.25,0,0,0,0,0,8,0,0,avcrmk
466ef080-219e-4bd8-b1bd-6bfa78112722,2,2,Club1BR,SM-C900F,5.7.1.6,High,Grade 5,0,1,12.56666667,0,0,0,7,1,6,0,2340,rquvwc
467857d9-14d8-4dcb-b8a3-4ed900c36c5e,1,2,Club1BR,V2029,5.7.1.7,Medium,Grade 5,0,0,22.35,0,0,0,0,0,7,0,100,112064
469a11c2-3d19-447f-9d32-d01f023852ae,5,2,Club1BR,SM-F415F,5.7.1.6,Medium,Grade 5,0,0,34.58333333,0,0,0,1,0,52,0,1100,ftoqzy
46abd394-2035-478f-b56f-c4906bda87ca,2,7,Organic,V2022,5.7.1.6,High,Grade 2,6,6,25.88333333,4,0,0,26,0.346153846,23,0,2830,#N/A
46b17c94-e7db-422c-afd5-1d79512e1b2f,3,4,Club1BR,1902,5.7.1.6,Medium,Grade 5,1,2,40.78333333,0,0,0,0,0,7,1,380,yqatqq
46b25cf6-050d-497a-9e9d-8832b4270025,4,4,Organic,V2060,5.7.1.6,Medium,Grade 1,2,3,34.86666667,1,1,0,12,0.916666667,1,0,2750,#N/A
46d228e5-58d2-415b-8dba-9064352b68ae,29,7,Club1BR,LM-X440IM,5.7.1.6,Medium,Grade 5,9,9,17.48333333,0,0,0,0,0,10,0,300,hhuafp
46d94291-6d3d-4c7f-bfa1-e45a92bcff7c,4,3,Club1BR,SM-T295,5.7.1.6,Medium,Grade 6,0,0,16.06666667,0,0,0,0,0,0,0,0,112064
47071767-185a-46f9-b842-c6a3566e2920,1,1,Club1BR,"IPHONE13,3",0,High,Grade 5,0,1,19.46666667,5,0,1,4,0.75,21,0,2550,315102
4716a439-8629-403e-9efe-6ad676e3355a,5,1,Club1BR,SM-A315F,5.7.1.6,Medium,Grade 2,0,0,3.816666667,0,0,0,0,0,2,0,0,852287
471b1485-95f5-41a8-b8e8-300b4d3cd28f,6,3,Club1BR,REDMI NOTE 9 PRO MAX,5.7.1.6,Medium,Grade 3,0,0,24.73333333,0,0,0,0,0,4,0,0,rquvwc
472beee5-f740-42a5-9b5a-feb09d34095f,2,3,Club1BR,SM-M017F,5.7.1.6,Medium,Grade 5,0,0,10.56666667,0,0,0,0,0,20,0,0,vzoxre
47460028-e5bb-4b07-b89b-eded57648b62,21,3,Organic,SM-F415F,5.7.1.5,Medium,Grade 2,0,0,20,0,0,0,26,0.692307692,0,2,1550,#N/A
474ecd38-9c22-474e-8c0c-28e9e2f15e40,69,2,Club1BR,SM-M515F,5.7.1.6,High,Grade 3,0,1,13.96666667,0,0,0,0,0,11,2,100,rpbtcp
47552994-47d4-4547-9c34-e1e79ceabc56,2,3,Club1BR,SM-A515F,5.7.1.6,High,Grade 4,0,0,4.616666667,0,0,0,0,0,11,0,0,923934
47858848-b55f-4d21-ab93-f9770648deb2,2,1,Club1BR,0,0,0,Grade 4,0,0,11.28333333,0,0,0,0,0,5,0,0,sfpsin
47d92c23-1f36-4649-9d8f-aa014f06f8e4,132,1,Club1BR,SM-C701F,5.7.1.5,High,Grade 1,0,0,11.9,0,0,0,0,0,7,0,0,lhlixl
47ef1d15-7c66-4d64-81a5-e324576b92b0,18,5,Organic,RMX2061,5.7.1.6,High,Grade 2,0,1,12,0,0,0,0,0,9,0,1100,#N/A
48064363-0497-4b71-92bd-7f647df4e4e4,1,1,Organic,SM-E225F,5.7.1.6,Medium,Grade 3,0,1,19.65,9,5,0,36,0.666666667,4,0,0,#N/A
48067e9b-3ad3-4243-bba0-75a30f05a883,69,1,Club1BR,SM-P615,5.7.0.4,High,Grade 2,0,0,0.4,0,0,0,0,0,3,0,0,etgeie
48367a8d-c641-4b2f-8a72-1759cb7f2504,2,3,Club1BR,CPH2179,5.7.1.6,Medium,Grade 4,2,2,16.85,4,0,0,11,0.818181818,27,1,350,xrgoup
48546af5-9010-472a-bfa5-fd44fc64be49,3,6,Club1BR,REDMI 4,5.7.1.7,Low,Grade 4,3,3,84.25,1,0,0,53,0.547169811,87,0,18330,852287
486da8b3-c0b5-4475-b80f-bffe87934e4c,27,0,Club1BR,CPH2015,5.7.1.5,Medium,Grade 4,0,0,0,0,0,0,0,0,0,0,0,vkobww
48775d73-41b0-4138-ab36-6830cb6dd010,2,3,Club1BR,CPH2239,5.7.1.6,High,Grade 6,0,0,35.3,0,0,0,0,0,28,1,100,yqatqq
48f32a10-118b-4a51-a0ef-60db68205c23,28,2,Club1BR,REDMI NOTE 7 PRO,5.7.1.5,Medium,Grade 1,0,0,0,0,0,0,0,0,0,0,0,tgrdzo
491ac71f-3b1e-47d5-9da7-b22da28b60b0,60,1,Club1BR,CPH2001,5.7.0.4,Medium,Grade 2,0,0,0.333333333,0,0,0,0,0,2,0,0,nyshdh
49bc7ebb-d499-4c61-b1cc-fe7241d4dc6d,1,3,Club1BR,AC2001,5.7.1.6,High,Grade 5,0,0,52.9,0,0,0,0,0,16,0,0,ftoqzy
49d4d865-c5f2-48f2-926d-4a88f84b5280,945,3,Organic,SM-A528B,5.7.1.6,High,Grade 2,0,1,1.216666667,0,0,0,0,0,3,0,0,#N/A
49d763a2-ae07-4415-ad34-d9c177dd6683,4,2,Club1BR,1920,5.7.1.6,Medium,Grade 3,0,0,20.95,0,0,0,0,0,17,0,1000,332019
4a014efd-17d2-4913-b847-dfe156e734e9,7,4,Organic,"IPHONE9,3",0,High,Grade 4,0,0,9.5,0,0,0,0,0,11,0,0,#N/A
4a2739f0-7322-45d8-8beb-cfa55f063d2d,2,2,Club1BR,LENOVO TB-X505X,5.7.1.6,Medium,Grade 3,0,2,49.48333333,0,1,0,10,0.6,35,1,2970,642457
4a2b6739-ed5c-4b48-b90e-49829a6b6a5c,290,1,Organic,1811,5.7.0.1,Medium,Grade 2,0,0,0.116666667,0,0,0,0,0,0,0,0,#N/A
4a74f988-877f-4483-b3e3-8c6ca00a4ba7,4,2,Club1BR,SM-J250F,5.7.1.6,High,Grade 6,0,1,27.98333333,0,0,0,0,0,2,0,100,508145
4a760358-e3eb-49f1-b665-ca64988d861a,1,4,Club1BR,V2029,5.7.1.6,Medium,Grade 4,0,0,32.21666667,0,0,0,0,0,26,0,1000,ybtduc
4aacd61f-2738-4b49-bcfd-5b7fd0f85a96,28,0,Organic,CPH2179,5.7.1.4,Medium,Grade 1,0,0,0,0,0,0,0,0,0,0,0,#N/A
4ac4c359-ebf5-4e23-ad39-ad2935ce01d3,3,1,Club1BR,LENOVO TB-X306X,5.7.1.7,Medium,Grade 3,0,0,8.4,0,0,0,0,0,0,0,0,645198
4ad53c67-3023-4579-a789-6b7b06ea531e,3,4,Club1BR,M2102J20SI,5.7.1.6,Medium,Grade 5,0,2,76.9,0,0,0,20,0.5,73,1,1800,ftoqzy
4adfde95-2f63-466f-87f4-04cd29133902,2,2,Club1BR,CPH2219,5.7.1.6,Medium,Grade 6,0,0,15.41666667,0,0,0,0,0,16,0,0,115840
4ae0d8e1-20d7-4493-9e2f-944cb72cf39b,2,3,Club1BR,AGS2-L09,5.7.1.6,Medium,Grade 6,0,0,40.25,0,0,0,3,0.333333333,36,1,140,rquvwc
4ae373fa-1d4a-491e-9f1e-837e3cb8f28d,3,4,Organic,0,0,0,Grade 1,3,3,33.2,0,0,0,12,0.833333333,6,0,6250,#N/A
4af26266-4012-4450-91ea-f34911b18f4d,37,2,Organic,SM-M205F,5.7.1.6,Medium,Grade 4,0,0,0,0,0,0,0,0,0,0,0,#N/A
4af65e0d-da62-41e4-9fb1-a5599bcf124b,291,1,Club1BR,CPH1969,5.7.1.6,Medium,Grade 2,0,0,1.633333333,0,0,0,0,0,4,0,0,859716
4b1be446-f836-4dd9-8ac1-1cde3af4519f,7,7,Club1BR,0,5.7.1.5,0,Grade 4,0,0,58.31666667,0,0,0,0,0,11,0,0,507958
4b23f897-9abf-49b0-b605-2daed767895d,63,0,Club1BR,REDMI NOTE 4,5.7.0.4,Low,Grade 1,0,0,0,0,0,0,0,0,0,0,0,wzntcn
4b51815a-fc8f-4b15-8a92-7f5d16437811,2,3,Club1BR,SM-A750F,5.7.1.6,Medium,Grade 6,0,0,13.71666667,0,0,0,0,0,4,0,0,343836
4b7f0a5c-4a27-4f12-b694-c7c8980628ce,10,2,Organic,1819,5.7.1.6,Medium,Grade 4,0,0,0,0,0,0,0,0,0,0,100,#N/A
4babc81e-04bb-4484-a264-d9ad61a3e013,3,4,Organic,RMX3081,5.7.1.6,Medium,Grade 6,3,4,15.88333333,0,0,0,5,0.2,8,0,750,#N/A
4baf0ca6-7221-4f9c-a802-b7bbbce13a51,24,1,Club1BR,0,0,0,Grade 3,0,0,0.333333333,0,0,0,0,0,0,0,0,bijwip
4bd6048b-668d-4315-a402-fe2828fe0671,13,3,Club1BR,0,0,0,Grade 6,0,0,10,2,0,0,2,0.5,31,0,150,bijwip
4c37f789-0d17-499b-a5f3-b1d9c967d034,2,5,Organic,1727,5.7.1.6,Medium,Grade 1,0,2,16.46666667,0,0,0,0,0,3,0,100,#N/A
4c435f68-acf8-4c44-923a-8cb0f9aeaa0c,12,3,Club1BR,1818,5.7.1.5,Medium,Grade 1,0,0,8.85,0,2,1,8,0.75,6,0,0,bijwip
4c6ad668-79df-4874-9e78-0557ab7b56e1,65,0,Club1BR,SM-E625F,5.7.1.5,High,Grade 4,0,0,0,0,0,0,0,0,0,0,0,314583
4c83f3e7-1e51-4902-8fd3-1bdda5731100,18,5,Club1BR,SM-G781B,5.7.1.7,High,Grade 1,0,0,2.016666667,0,0,0,0,0,2,0,0,869060
4ca7d128-d6c7-4554-9921-9a2362f555d5,19,6,Club1BR,0,0,0,Grade 5,0,1,4.983333333,0,0,0,0,0,4,0,0,dkjlxv
4cb5d6ba-d08d-4cd9-a245-f3067d3627c0,7,5,Club1BR,0,0,0,Grade 4,1,1,13.81666667,0,0,0,0,0,15,0,0,ftoqzy
4cb7239e-f165-4aa3-acef-0039d1869e63,2,5,Club1BR,SM-A750F,5.7.1.7,Medium,Grade 3,0,0,24.26666667,0,0,0,0,0,8,0,0,332019
4d088455-0af4-4924-97d4-efe4d1687448,22,1,Club1BR,SM-M215F,5.7.1.6,Medium,Grade 1,0,1,10,0,0,0,0,0,0,0,100,869060
4d590ab3-843a-4861-a5f0-9632bd4f7e6e,10,3,Organic,"IPHONE11,8",0,High,Grade 4,0,0,10.63333333,0,0,0,10,0.7,8,0,950,#N/A
4d8575aa-0341-41d3-9a85-c26441ca3ec8,21,0,Club1BR,SM-M515F,5.7.1.6,High,Grade 5,0,0,0,0,0,0,0,0,0,0,0,623231
4d8b54dc-f4f9-4430-a0f9-903d74973d22,250,1,Club1BR,GM1911,5.7.1.6,High,Grade 6,0,0,6.216666667,0,0,0,0,0,14,0,0,xrgoup
4d9377c7-9efd-4677-bace-3213ed0403fd,2,5,Club1BR,V2022,5.7.1.7,High,Grade 4,2,2,49.6,0,0,0,0,0,23,1,2290,20284
